id^lon^lat^img^type
webcamstraveldotCAM9417^-17.99716377^27.78370094^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/9417/current.jpg^wunder
webcamstraveldotCAM9681^-15.71810722^27.79482460^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/9681/current.jpg^wunder
webcamstraveldotCAM21341^-15.69963455^27.77560806^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/21341/current.jpg^wunder
ThomKathCAM1^-15.53190708^27.77461433^http://icons.wunderground.com/webcamramdisk/t/h/ThomKath/1/current.jpg^wunder
webcamstraveldotCAM9639^-15.57869911^27.75669670^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/9639/current.jpg^wunder
webcamstraveldotCAM8938^-15.56971455^27.75653648^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/8938/current.jpg^wunder
SensarajCAM1^-15.59445953^27.73749924^http://icons.wunderground.com/webcamramdisk/s/e/Sensaraj/1/current.jpg^wunder
webcamstraveldotCAM21335^-15.56766605^27.75526428^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/21335/current.jpg^wunder
webcamstraveldotCAM21336^-15.57100105^27.75419617^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/21336/current.jpg^wunder
webcamstraveldotCAM9775^-15.56822777^27.74013138^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/9775/current.jpg^wunder
GUDOCACAM1^-15.61572170^27.99506760^http://icons.wunderground.com/webcamramdisk/g/u/GUDOCA/1/current.jpg^wunder
webcamstraveldotCAM9634^-15.50000000^28.00000000^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/9634/current.jpg^wunder
webcamstraveldotCAM9634^-15.50000000^28.00000000^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/9634/current.jpg^wunder
webcamstraveldotCAM8652^-17.33936501^28.08597183^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/8652/current.jpg^wunder
webcamstraveldotCAM12306^-16.73459244^28.08043480^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/12306/current.jpg^wunder
webcamstraveldotCAM8852^-16.73011780^28.06402779^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/8852/current.jpg^wunder
webcamstraveldotCAM8631^-16.73350716^28.05428123^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/8631/current.jpg^wunder
webcamstraveldotCAM8620^-16.54077530^28.04266739^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/8620/current.jpg^wunder
webcamstraveldotCAM20673^-16.53236389^28.05008316^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/20673/current.jpg^wunder
RairivravCAM2^-15.53183842^28.00986099^http://icons.wunderground.com/webcamramdisk/r/a/Rairivrav/2/current.jpg^wunder
webcamstraveldotCAM9634^-15.50000000^28.00000000^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/9634/current.jpg^wunder
webcamstraveldotCAM9110^-15.46209812^28.03179169^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/9110/current.jpg^wunder
webcamstraveldotCAM9634^-15.50000000^28.00000000^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/9634/current.jpg^wunder
webcamstraveldotCAM8599^-14.34730244^28.04921913^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/8599/current.jpg^wunder
ThomasFueCAM1^-14.32926273^28.05258751^http://icons.wunderground.com/webcamramdisk/t/h/ThomasFue/1/current.jpg^wunder
webcamstraveldotCAM21332^-15.43218613^28.14814186^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/21332/current.jpg^wunder
webcamstraveldotCAM20668^-16.83837128^28.24805832^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/20668/current.jpg^wunder
sobrelasnubesCAM1^-16.76270866^28.33510971^http://icons.wunderground.com/webcamramdisk/s/o/sobrelasnubes/1/current.jpg^wunder
webcamstraveldotCAM9568^-16.76558113^28.37308884^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/9568/current.jpg^wunder
webcamstraveldotCAM9555^-16.65101433^28.39520454^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/9555/current.jpg^wunder
webcamstraveldotCAM9419^-16.68357277^28.37954521^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/9419/current.jpg^wunder
webcamstraveldotCAM9593^-16.60084915^28.37843132^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/9593/current.jpg^wunder
vicglezCAM2^-16.52355957^28.38585472^http://icons.wunderground.com/webcamramdisk/v/i/vicglez/2/current.jpg^wunder
vicglezCAM1^-16.52363968^28.38596916^http://icons.wunderground.com/webcamramdisk/v/i/vicglez/1/current.jpg^wunder
webcamstraveldotCAM9706^-16.58704376^28.39894104^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/9706/current.jpg^wunder
webcamstraveldotCAM9724^-16.51169586^28.30098915^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/9724/current.jpg^wunder
gldesignCAM1^-16.44686508^28.46826553^http://icons.wunderground.com/webcamramdisk/g/l/gldesign/1/current.jpg^wunder
webcamstraveldotCAM9668^-16.49219513^28.42341042^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/9668/current.jpg^wunder
webcamstraveldotCAM23226^-16.36943817^28.47299385^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/23226/current.jpg^wunder
webcamstraveldotCAM9511^-17.91003227^28.58605385^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/9511/current.jpg^wunder
webcamstraveldotCAM10282^-17.86432648^28.50244713^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/10282/current.jpg^wunder
webcamstraveldotCAM10280^-17.86475754^28.50350761^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/10280/current.jpg^wunder
FincaLaLunaBailaCAM1^-17.88219452^28.63937187^http://icons.wunderground.com/webcamramdisk/f/i/FincaLaLunaBaila/1/current.jpg^wunder
laleche99CAM1^-17.77129555^28.64055061^http://icons.wunderground.com/webcamramdisk/l/a/laleche99/1/current.jpg^wunder
webcamstraveldotCAM8717^-17.78721809^28.66254234^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/8717/current.jpg^wunder
cotillosunshineCAM1^-14.00964069^28.68174553^http://icons.wunderground.com/webcamramdisk/c/o/cotillosunshine/1/current.jpg^wunder
Erico10CAM4^-14.01195431^28.68297958^http://icons.wunderground.com/webcamramdisk/e/r/Erico10/4/current.jpg^wunder
webcamstraveldotCAM9804^-14.01483154^28.69391060^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/9804/current.jpg^wunder
escubicCAM2^-17.98830986^28.78090096^http://icons.wunderground.com/webcamramdisk/e/s/escubic/2/current.jpg^wunder
laleche99CAM2^-17.88487053^28.75669861^http://icons.wunderground.com/webcamramdisk/l/a/laleche99/2/current.jpg^wunder
webcamstraveldotCAM8610^-17.88507652^28.75661659^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/8610/current.jpg^wunder
webcamstraveldotCAM8670^-17.87981987^28.76135063^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/8670/current.jpg^wunder
Erico10CAM3^-13.86489773^28.72891426^http://icons.wunderground.com/webcamramdisk/e/r/Erico10/3/current.jpg^wunder
Erico10CAM1^-13.86704254^28.73481369^http://icons.wunderground.com/webcamramdisk/e/r/Erico10/1/current.jpg^wunder
webcamstraveldotCAM9803^-13.65029335^28.92050934^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/9803/current.jpg^wunder
WU-716442CAM1^-13.68677425^28.94841576^http://icons.wunderground.com/webcamramdisk/w/u/WU-716442/1/current.jpg^wunder
MeteocoleCAM1^-5.34033489^36.16298294^http://icons.wunderground.com/webcamramdisk/m/e/Meteocole/1/current.jpg^wunder
webcamstraveldotCAM8657^-6.17983103^36.36996460^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/8657/current.jpg^wunder
webcamstraveldotCAM9123^-6.15713978^36.41849136^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/9123/current.jpg^wunder
webcamstraveldotCAM9122^-6.14479113^36.42170334^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/9122/current.jpg^wunder
lh9999CAM4^-4.80399418^36.49775696^http://icons.wunderground.com/webcamramdisk/l/h/lh9999/4/current.jpg^wunder
webcamstraveldotCAM9118^-6.22692490^36.59413528^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/9118/current.jpg^wunder
webcamstraveldotCAM21342^-4.89515018^36.50802994^http://icons.wunderground.com/webcamramdisk/w/e/webcamstraveldot/21342/current.jpg^wunder
