id,lat,lon,alt,name,muni,prov
ESCAT2500000025460B,41.4241666667,0.861666666667,444.0,,,
ESPVA4600000046117B,39.5544444444,-0.459166666667,125.0,,,
ESCAT4300000043740A,41.0836111111,0.635833333333,50.0,,,
ESCAT0800000008242A,41.7272222222,1.8175,238.0,,,
ESAND2900000029651A,36.5416666667,-4.64388888889,43.0,,,
ESCYL3700000037120A,40.9591666667,-5.74027777778,825.0,,,
ESCAT0800000008782A,41.4972222222,1.83611111111,285.0,,,
ESCYL0500000005250A,40.5,-4.425,919.0,,,
ESAND2900000029650A,36.5963888889,-4.63805555556,450.0,,,
ESPVA1200000012450A,39.91,-0.532777777778,435.0,,,
ESMUR3000000030520A,38.4738888889,-1.3325,520.0,,,
ESCAT0800000008770B,41.4322222222,1.78305555556,198.0,,,
ESCYL0500000005192A,40.6447222222,-4.76638888889,1150.0,,,
ESMAD2800000028043A,40.4622222222,-3.65388888889,728.0,,,
ESAND0400000004700A,36.7747222222,-2.81277777778,92.0,,,
ESMAD2800000028413B,40.7219444444,-3.91638888889,945.0,,,
ESMAD2800000028670A,40.3597222222,-3.89138888889,668.0,,,
ESMAD2800000028038A,40.3916666667,-3.64083333333,728.0,,,
ESAND1400000014610B,37.9338888889,-4.66805555556,114.0,,,
ESCAT0800000008317A,41.555,2.35472222222,260.0,,,
ESAND4100000041960A,37.3902777778,-6.08111111111,109.0,,,
ESCAT0800000008800F,41.2230555556,1.72416666667,32.0,,,
ESPVA4600000046110A,39.5222222222,-0.416388888889,58.0,,,
ESCAT0800000008460A,41.77,2.39083333333,710.0,,,
ESCAT0800000008480A,41.6991666667,2.24361111111,647.0,,,
ESCAT1700000017240F,41.8291666667,2.89333333333,131.0,,,
ESCAT1700000017455A,41.8013888889,2.85138888889,155.0,,,
ESPVA1200000012300C,40.6244444444,-0.100555555556,980.0,,,
ESMAD2800000028925A,40.3552777778,-3.81472222222,720.0,,,
ESPVA1200000012594A,40.0944444444,0.134722222222,25.0,,,
ESPVA4600000046844A,38.8533333333,-0.445,335.0,,,
ESCAT0800000008402A,41.6,2.28305555556,190.0,,,
ESPVA1200000012598C,40.3919444444,0.413055555556,19.0,,,
ESCAT0800000008730A,41.3211111111,1.66277777778,180.0,,,
ESPVA0300000003726A,38.7286111111,0.135,163.0,,,
ESPVA4600000046900A,39.4336111111,-0.476944444444,74.0,,,
ESCLM1600000016270A,39.4658333333,-1.62972222222,762.0,,,
ESARA4400000044360A,40.6,-1.3,984.0,,,
ESCYL2400000024750A,42.3005555556,-5.90055555556,787.0,,,
ESICA3500000235600B,28.4933333333,-13.8663888889,30.0,,,
ESICA3500000135100A,27.7733333333,-15.5822222222,100.0,,,
ESCYL0500000005635A,40.3613888889,-5.13527777778,1525.0,,,
ESICA3800000138300A,28.3858333333,-16.5236111111,435.0,,,
ESCAT1700000017200C,41.9163888889,3.16638888889,60.0,,,
ESPVA0300000003295B,38.2638888889,-0.613888888889,45.0,,,
ESCAT1700000017700A,42.4233333333,2.87111111111,112.0,,,
ESPVA0300000003295A,38.2547222222,-0.646111111111,56.0,,,
ESPVA1200000012580B,40.4152777778,0.398055555556,20.0,,,
ESPVA1200000012560C,40.0561111111,0.0655555555556,18.0,,,
ESCAT0800000008770A,41.4255555556,1.77916666667,191.0,,,
ESGAL1500000015100B,43.2119444444,-8.69222222222,120.0,,,
ESCAT0800000008777B,41.4588888889,1.67111111111,300.0,,,
ESCAT1700000017142C,42.0602777778,3.04583333333,27.0,,,
ESPVA0300000003560B,38.4311111111,-0.396388888889,45.0,,,
ESCAT0800000008759F,41.3747222222,1.94861111111,306.0,,,
ESCAT2500000025287A,41.8658333333,1.60694444444,600.0,,,
ESCAT0800000008230B,41.5994444444,2.02805555556,426.0,,,
ESCAT0800000008917A,41.4563888889,2.21861111111,95.0,,,
ESMAD2800000028522A,40.3563888889,-3.52,622.0,,,
ESAND4100000041460A,37.9338888889,-5.46555555556,435.0,,,
ESCAT0800000008710A,41.5788888889,1.6025,317.0,,,
ESCYL2400000024711A,42.5177777778,-6.0475,898.0,,,
ESAND2900000029788A,36.7913888889,-3.89611111111,326.0,,,
ESPVA0300000003802E,38.6958333333,-0.485277777778,590.0,,,
ESAND1400000014940B,37.4697222222,-4.44361111111,456.0,,,
ESCAT4300000043393F,41.1994444444,1.10972222222,330.0,,,
ESAND2100000021230B,37.9108333333,-6.81805555556,720.0,,,
ESCLM1900000019184A,40.9080555556,-3.3875,920.0,,,
ESCAT0800000008440C,41.6369444444,2.35805555556,200.0,,,
ESICA3800000138670A,28.1222222222,-16.7241666667,283.0,,,
ESPVA4600000046370A,39.4733333333,-0.722222222222,290.0,,,
ESPVA0300000003870A,38.7041666667,-0.416666666667,600.0,,,
ESCLM1600000016600B,39.3997222222,-2.43416666667,721.0,,,
ESMAD2800000028046C,40.4705555556,-3.69194444444,749.0,,,
ESCAT0800000008394B,41.5819444444,2.51027777778,200.0,,,
ESAND1800000018630A,37.0022222222,-3.60055555556,830.0,,,
ESIBA0700000107310B,39.7752777778,2.96555555556,129.0,,,
ESAND1100000011660A,36.7886111111,-5.55611111111,450.0,,,
ESCAT0800000008980C,41.3947222222,2.05111111111,112.0,,,
